train 1th process seed,evaluate 1th process seed,training_highlevel_policy/Neg Reward Mean,training_highlevel_policy/Neg Reward Std,training_highlevel_policy/Neg Reward Max,training_highlevel_policy/Neg Reward Min,training_highlevel_policy/Neg Advantage,training_highlevel_policy/logprobs Mean,training_highlevel_policy/logprobs Std,training_highlevel_policy/logprobs Max,training_highlevel_policy/logprobs Min,training_highlevel_policy/cut_percent_actions Mean,training_highlevel_policy/cut_percent_actions Std,training_highlevel_policy/cut_percent_actions Max,training_highlevel_policy/cut_percent_actions Min,training_highlevel_policy/reinforce loss,training_highlevel_policy/Critic Value,training_highlevel_policypre_log_prob Mean,training_highlevel_policypre_log_prob Std,training_highlevel_policypre_log_prob Max,training_highlevel_policypre_log_prob Min,training_highlevel_policymean Mean,training_highlevel_policymean Std,training_highlevel_policymean Max,training_highlevel_policymean Min,training_highlevel_policystd Mean,training_highlevel_policystd Std,training_highlevel_policystd Max,training_highlevel_policystd Min,training_highlevel_policyentropy Mean,training_highlevel_policyentropy Std,training_highlevel_policyentropy Max,training_highlevel_policyentropy Min,pos_1_entropy,Epoch,training/Neg Reward Mean,training/Neg Reward Std,training/Neg Reward Max,training/Neg Reward Min,training/Neg Advantage,training/logprobs Mean,training/logprobs Std,training/logprobs Max,training/logprobs Min,training/reinforce loss,training/Critic Value,training/len cuts Mean,training/len cuts Std,training/len cuts Max,training/len cuts Min,training/cut 1 th feature Mean,training/cut 1 th feature Std,training/cut 1 th feature Max,training/cut 1 th feature Min,training/cut 2 th feature Mean,training/cut 2 th feature Std,training/cut 2 th feature Max,training/cut 2 th feature Min,training/cut 3 th feature Mean,training/cut 3 th feature Std,training/cut 3 th feature Max,training/cut 3 th feature Min,training/cut 4 th feature Mean,training/cut 4 th feature Std,training/cut 4 th feature Max,training/cut 4 th feature Min,training/cut 5 th feature Mean,training/cut 5 th feature Std,training/cut 5 th feature Max,training/cut 5 th feature Min,training/cut 6 th feature Mean,training/cut 6 th feature Std,training/cut 6 th feature Max,training/cut 6 th feature Min,training/cut 7 th feature Mean,training/cut 7 th feature Std,training/cut 7 th feature Max,training/cut 7 th feature Min,training/cut 8 th feature Mean,training/cut 8 th feature Std,training/cut 8 th feature Max,training/cut 8 th feature Min,training/cut 9 th feature Mean,training/cut 9 th feature Std,training/cut 9 th feature Max,training/cut 9 th feature Min,training/cut 10 th feature Mean,training/cut 10 th feature Std,training/cut 10 th feature Max,training/cut 10 th feature Min,training/cut 11 th feature Mean,training/cut 11 th feature Std,training/cut 11 th feature Max,training/cut 11 th feature Min,training/cut 12 th feature Mean,training/cut 12 th feature Std,training/cut 12 th feature Max,training/cut 12 th feature Min,training/cut 13 th feature Mean,training/cut 13 th feature Std,training/cut 13 th feature Max,training/cut 13 th feature Min,training/cut 14 th feature Mean,training/cut 14 th feature Std,training/cut 14 th feature Max,training/cut 14 th feature Min,training/cut 15 th feature Mean,training/cut 15 th feature Std,training/cut 15 th feature Max,training/cut 15 th feature Min,training/cut 16 th feature Mean,training/cut 16 th feature Std,training/cut 16 th feature Max,training/cut 16 th feature Min,training/cut 17 th feature Mean,training/cut 17 th feature Std,training/cut 17 th feature Max,training/cut 17 th feature Min,training/cut 18 th feature Mean,training/cut 18 th feature Std,training/cut 18 th feature Max,training/cut 18 th feature Min,training/cut 19 th feature Mean,training/cut 19 th feature Std,training/cut 19 th feature Max,training/cut 19 th feature Min,training/cut 20 th feature Mean,training/cut 20 th feature Std,training/cut 20 th feature Max,training/cut 20 th feature Min,training/cut 21 th feature Mean,training/cut 21 th feature Std,training/cut 21 th feature Max,training/cut 21 th feature Min,training/cut 22 th feature Mean,training/cut 22 th feature Std,training/cut 22 th feature Max,training/cut 22 th feature Min,training/cut 23 th feature Mean,training/cut 23 th feature Std,training/cut 23 th feature Max,training/cut 23 th feature Min,training/sel cuts num Mean,training/sel cuts num Std,training/sel cuts num Max,training/sel cuts num Min,training/solving_time Mean,training/solving_time Std,training/solving_time Max,training/solving_time Min,training/ntotal_nodes Mean,training/ntotal_nodes Std,training/ntotal_nodes Max,training/ntotal_nodes Min,training/primal_dual_gap Mean,training/primal_dual_gap Std,training/primal_dual_gap Max,training/primal_dual_gap Min,training/primaldualintegral Mean,training/primaldualintegral Std,training/primaldualintegral Max,training/primaldualintegral Min,time/evaluating (s),time/online_testing (s),time/sampling data (s),time/training (s),time/epoch (s),time/total (s)
717354021,1061650667,53.25,55.67932740254681,146.0,7.0,0.0,-0.37437528,0.102756456,-0.25339997,-0.5350145,0.45350924134254456,0.7243828630272154,0.9026137590408325,-0.8006519079208374,0.0906217098236084,53.25,-1.713364988565445,0.14327234588243473,-1.5595656633377075,-1.9392361640930176,0.037802234292030334,0.0,0.037802234292030334,0.037802234292030334,1.0278065204620361,0.0,1.0278065204620361,1.0278065204620361,1.446365475654602,0.0,1.446365475654602,1.446365475654602,6.707711219787598,1,53.25,55.67932740254681,146.0,7.0,0.0,-3581.296,1753.8586,-544.24915,-4648.0728,-38866.63671875,53.25,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,600.5,299.477461589349,786,82,53.25,55.67932740254681,146.0,7.0,21428.5,29572.547966822203,72504,869,0.0,0.0,0.0,0.0,3435.3612839480097,2998.9284658042175,8070.352134833265,646.6442953020135,3.7999999999982492e-06,0.006047499999999317,213.1713576,9.326056100000017,222.503465,222.50616130000006
712789579,547502149,53.25,55.67932740254681,146.0,7.0,0.0,-0.37437528,0.102756456,-0.25339997,-0.5350145,0.45350924134254456,0.7243828630272154,0.9026137590408325,-0.8006519079208374,0.0906217098236084,53.25,-1.713364988565445,0.14327234588243473,-1.5595656633377075,-1.9392361640930176,0.037802234292030334,0.0,0.037802234292030334,0.037802234292030334,1.0278065204620361,0.0,1.0278065204620361,1.0278065204620361,1.446365475654602,0.0,1.446365475654602,1.446365475654602,6.705746650695801,2,36.75,16.887495373796554,63.0,17.0,-14.849998474121094,-2027.0278,1328.3401,-268.98547,-3670.3943,12008.67578125,51.6,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,317.75,212.49279399546705,584,40,36.75,16.887495373796554,63.0,17.0,2919.25,1161.7560791749704,4557,1466,0.0,0.0,0.0,0.0,3362.1977835359944,1778.2549162129324,6249.328859060403,1422.8335531106693,3.6999999792897142e-06,0.021458700000010822,147.2413291,10.930356599999982,158.19314809999997,380.7151501
65968473,399065700,32.0,17.392527130926087,60.0,16.0,-19.125,-0.8374933,0.1821264,-0.52231336,-0.9529226,0.08161257952451706,0.40244897327492346,0.7724462747573853,-0.21912546455860138,16.016305923461914,51.125,-1.0843323320150375,0.1999234792590623,-0.9575939774513245,-1.43031907081604,0.015520812943577766,0.0,0.015520812943577766,0.015520812943577766,1.0360093116760254,0.0,1.0360093116760254,1.0360093116760254,1.4543147087097168,0.0,1.4543147087097168,1.4543147087097168,6.704438209533691,3,32.0,17.392527130926087,60.0,16.0,-17.639999389648438,-2802.2322,940.86005,-2086.8523,-4415.3477,46844.8203125,49.64,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,446.5,166.3527877734545,732,322,32.0,17.392527130926087,60.0,16.0,5122.5,2838.447507000966,9954,2770,0.0,0.0,0.0,0.0,2543.2017311611917,1303.271140836367,4379.00667204629,966.7785234899329,3.900000024259498e-06,0.0020663999999896987,128.08866659999995,9.415844300000003,137.50658119999997,518.2412121999998
785794700,1041226708,32.0,17.392527130926087,60.0,16.0,-19.125,-0.8374933,0.1821264,-0.52231336,-0.9529226,0.08161257952451706,0.40244897327492346,0.7724462747573853,-0.21912546455860138,16.016305923461914,51.125,-1.0843323320150375,0.1999234792590623,-0.9575939774513245,-1.43031907081604,0.015520812943577766,0.0,0.015520812943577766,0.015520812943577766,1.0360093116760254,0.0,1.0360093116760254,1.0360093116760254,1.4543147087097168,0.0,1.4543147087097168,1.4543147087097168,6.704432964324951,4,74.0,74.82980689538094,196.0,7.0,21.923999786376953,-2299.921,1710.0118,-482.01074,-4335.297,-14734.505859375,52.076,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,371.0,283.9251661970104,722,73,74.0,74.82980689538094,196.0,7.0,5282.25,4306.0134913281445,11239,1170,0.0,0.0,0.0,0.0,5478.355704697986,4925.925198394457,13183.221476510067,553.6912751677853,4.699999976764957e-06,0.002223599999979342,296.6740123999999,9.5202819000001,306.1965226,824.4578634
643531643,992617984,46.5,20.22992832414391,70.0,15.0,-4.162498474121094,-0.6447648,0.25932673,-0.33327508,-0.91318285,0.28956637531518936,0.5704390008795727,0.8883190751075745,-0.31971314549446106,-0.6248621940612793,50.6625,-1.366931825876236,0.39516559382649824,-0.9724442362785339,-1.8896926641464233,0.0044746119529008865,0.0,0.0044746119529008865,0.0044746119529008865,1.0242146253585815,0.0,1.0242146253585815,1.0242146253585815,1.4428646564483643,0.0,1.4428646564483643,1.4428646564483643,6.704753398895264,5,46.5,20.22992832414391,70.0,15.0,-5.018398284912109,-3250.1775,1315.7267,-1838.8661,-4633.56,32089.87109375,51.5184,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,532.75,235.69193346400297,780,281,46.5,20.22992832414391,70.0,15.0,9850.25,8524.881329819202,22212,889,0.0,0.0,0.0,0.0,3210.06711409396,1223.8208797066886,4905.03355704698,1448.9932885906042,3.900000024259498e-06,0.00558950000004188,185.52875440000003,18.641266499999915,204.1756143,1028.6639437000001
900271817,458998904,46.5,20.22992832414391,70.0,15.0,-4.162498474121094,-0.6447648,0.25932673,-0.33327508,-0.91318285,0.28956637531518936,0.5704390008795727,0.8883190751075745,-0.31971314549446106,-0.6248621940612793,50.6625,-1.366931825876236,0.39516559382649824,-0.9724442362785339,-1.8896926641464233,0.0044746119529008865,0.0,0.0044746119529008865,0.0044746119529008865,1.0242146253585815,0.0,1.0242146253585815,1.0242146253585815,1.4428646564483643,0.0,1.4428646564483643,1.4428646564483643,6.704807281494141,6,31.25,12.695963925594622,46.0,11.0,-18.241561889648438,-1593.9407,1288.8236,-92.91474,-3473.4658,28523.66796875,49.49156,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,249.0,205.2766426069951,552,14,31.25,12.695963925594622,46.0,11.0,10736.75,9095.74401506001,22825,855,0.0,0.0,0.0,0.0,2058.5018847108577,901.0477715820381,3448.772639514572,974.1610738255033,1.9000001429958502e-06,0.0010697000000163825,125.1028386999999,5.826652299999978,130.93056260000003,1159.6110625
517330807,1025836499,39.25,16.798437427332342,56.0,17.0,-10.271251678466797,-0.70728636,0.20450912,-0.4507327,-0.9084558,-0.02225823700428009,0.5881798896569264,0.7496871948242188,-0.8322386145591736,3.836540937423706,49.52125,-1.2425179928541183,0.2801725274550661,-0.9734711050987244,-1.6304035186767578,0.005721071735024452,0.0,0.005721071735024452,0.005721071735024452,1.024399995803833,0.0,1.024399995803833,1.024399995803833,1.4430456161499023,0.0,1.4430456161499023,1.4430456161499023,6.7050461769104,7,39.25,16.798437427332342,56.0,17.0,-9.217403411865234,-2518.6304,1458.0203,-455.09915,-4364.7334,15424.7431640625,48.467403999999995,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,404.0,243.20053453888625,723,69,39.25,16.798437427332342,56.0,17.0,13127.0,11951.952811151825,32755,1231,0.0,0.0,0.0,0.0,2954.3867292019404,1083.3414872415942,4332.312017478902,1644.2953020134228,2.6000000161729986e-06,0.0011491999998725078,156.94472130000008,6.828540400000065,163.77441350000004,1323.4006479999998
343334551,237469282,39.25,16.798437427332342,56.0,17.0,-10.271251678466797,-0.70728636,0.20450912,-0.4507327,-0.9084558,-0.02225823700428009,0.5881798896569264,0.7496871948242188,-0.8322386145591736,3.836540937423706,49.52125,-1.2425179928541183,0.2801725274550661,-0.9734711050987244,-1.6304035186767578,0.005721071735024452,0.0,0.005721071735024452,0.005721071735024452,1.024399995803833,0.0,1.024399995803833,1.024399995803833,1.4430456161499023,0.0,1.4430456161499023,1.4430456161499023,6.704885959625244,8,32.5,25.656383221335,72.0,4.0,-14.370662689208984,-3667.469,982.7068,-2022.0999,-4523.9487,46031.4296875,46.87066359999999,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,596.75,172.15890189008525,753,312,32.5,25.656383221335,72.0,4.0,893.75,473.5933778042087,1626,305,0.0,0.0,0.0,0.0,3233.1375838926174,2575.453548422049,7200.0,360.4026845637584,3.000000106112566e-06,0.001480300000139323,129.54500269999994,10.147647100000086,139.69413310000027,1463.1101336999998
541285605,322171146,17.25,20.116846174288852,52.0,4.0,-29.044124603271484,-0.50307155,0.26615968,-0.21182394,-0.8838924,-0.08293167501688004,0.7591189964594858,0.9423124194145203,-0.9041866064071655,17.23265838623047,46.294125,-1.6848327815532684,0.5471076533859961,-1.0095146894454956,-2.400649070739746,0.0015512146055698395,0.0,0.0015512146055698395,0.0015512146055698395,1.0312689542770386,0.0,1.0312689542770386,1.0312689542770386,1.4497286081314087,0.0,1.4497286081314087,1.4497286081314087,6.705009937286377,9,17.25,20.116846174288852,52.0,4.0,-26.65859603881836,-2306.8193,1847.3004,-261.82248,-4711.6245,83340.3515625,43.90859724,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,378.75,314.035328426596,803,39,17.25,20.116846174288852,52.0,4.0,9978.5,14529.025664166196,35101,765,0.0,0.0,0.0,0.0,1019.1275167785234,906.1412136160444,2576.1744966442952,346.30872483221475,4.300000000512227e-06,0.002057299999933093,69.15273500000012,7.94598330000008,77.10077990000013,1540.2307354999998
420352513,16031672,17.25,20.116846174288852,52.0,4.0,-29.044124603271484,-0.50307155,0.26615968,-0.21182394,-0.8838924,-0.08293167501688004,0.7591189964594858,0.9423124194145203,-0.9041866064071655,17.23265838623047,46.294125,-1.6848327815532684,0.5471076533859961,-1.0095146894454956,-2.400649070739746,0.0015512146055698395,0.0,0.0015512146055698395,0.0015512146055698395,1.0312689542770386,0.0,1.0312689542770386,1.0312689542770386,1.4497286081314087,0.0,1.4497286081314087,1.4497286081314087,6.705126762390137,10,46.75,56.6893949517897,144.0,4.0,2.5572633743286133,-1063.4722,1183.4525,-53.274506,-3038.8477,15101.28515625,44.192737515999994,827.0,0.0,827,827,0.00018554643696461117,0.001042194566584488,0.01249902355192602,0.0,0.49915896621995715,0.523182374565845,11.916152694257272,0.0003183166037982695,0.006194190508564979,0.005614694487204847,0.04980833370051015,0.003831410284654627,0.6347896660581828,0.17385622783439633,0.9999615399407714,0.33322225924691773,1107.2918629078033,1643.5156276867529,7709.722268568187,0.0009068517883350782,106.73880222689492,123.93697926931927,579.0,-331.75,225.68022045814647,248.77176631263944,1400.0,0.05772005772005735,-14.347756683040997,103.35182305817138,-0.001179245283018868,-1532.0,115.42364968042897,128.79814214279577,695.691876839165,0.35426325095949784,0.001290322580645161,2.168404344971009e-19,0.0012903225806451613,0.0012903225806451613,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.035897878047080126,6.938893903907228e-18,0.03589787804708013,0.03589787804708013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.9951432374559628,0.01777570414684238,0.9999999999999973,0.7499999999994373,0.004856762543850397,0.0177757041467834,0.24999999999981246,0.0,0.9999999999998131,2.6154371427345296e-13,0.9999999999999994,0.9999999999990262,0.0,0.0,0.0,0.0,165.75,187.60646977116755,480,8,46.75,56.6893949517897,144.0,4.0,32614.75,55201.762378455816,128220,168,0.0,0.0,0.0,0.0,2057.46644295302,1350.0471561905201,3953.6912751677846,376.1744966442953,2.7999999474559445e-06,0.0013868999999431253,188.5167859999999,4.359015399999862,192.87719109999966,1733.1251724999997
