train 1th process seed,evaluate 1th process seed,training_highlevel_policy/Neg Reward Mean,training_highlevel_policy/Neg Reward Std,training_highlevel_policy/Neg Reward Max,training_highlevel_policy/Neg Reward Min,training_highlevel_policy/Neg Advantage,training_highlevel_policy/logprobs Mean,training_highlevel_policy/logprobs Std,training_highlevel_policy/logprobs Max,training_highlevel_policy/logprobs Min,training_highlevel_policy/cut_percent_actions Mean,training_highlevel_policy/cut_percent_actions Std,training_highlevel_policy/cut_percent_actions Max,training_highlevel_policy/cut_percent_actions Min,training_highlevel_policy/reinforce loss,training_highlevel_policy/Critic Value,training_highlevel_policypre_log_prob Mean,training_highlevel_policypre_log_prob Std,training_highlevel_policypre_log_prob Max,training_highlevel_policypre_log_prob Min,training_highlevel_policymean Mean,training_highlevel_policymean Std,training_highlevel_policymean Max,training_highlevel_policymean Min,training_highlevel_policystd Mean,training_highlevel_policystd Std,training_highlevel_policystd Max,training_highlevel_policystd Min,training_highlevel_policyentropy Mean,training_highlevel_policyentropy Std,training_highlevel_policyentropy Max,training_highlevel_policyentropy Min,pos_1_entropy,Epoch,training/Neg Reward Mean,training/Neg Reward Std,training/Neg Reward Max,training/Neg Reward Min,training/Neg Advantage,training/logprobs Mean,training/logprobs Std,training/logprobs Max,training/logprobs Min,training/raw_logprobs Mean,training/raw_logprobs Std,training/raw_logprobs Max,training/raw_logprobs Min,training/reinforce loss,training/Critic Value,training/len cuts Mean,training/len cuts Std,training/len cuts Max,training/len cuts Min,training/cut 1 th feature Mean,training/cut 1 th feature Std,training/cut 1 th feature Max,training/cut 1 th feature Min,training/cut 2 th feature Mean,training/cut 2 th feature Std,training/cut 2 th feature Max,training/cut 2 th feature Min,training/cut 3 th feature Mean,training/cut 3 th feature Std,training/cut 3 th feature Max,training/cut 3 th feature Min,training/cut 4 th feature Mean,training/cut 4 th feature Std,training/cut 4 th feature Max,training/cut 4 th feature Min,training/cut 5 th feature Mean,training/cut 5 th feature Std,training/cut 5 th feature Max,training/cut 5 th feature Min,training/cut 6 th feature Mean,training/cut 6 th feature Std,training/cut 6 th feature Max,training/cut 6 th feature Min,training/cut 7 th feature Mean,training/cut 7 th feature Std,training/cut 7 th feature Max,training/cut 7 th feature Min,training/cut 8 th feature Mean,training/cut 8 th feature Std,training/cut 8 th feature Max,training/cut 8 th feature Min,training/cut 9 th feature Mean,training/cut 9 th feature Std,training/cut 9 th feature Max,training/cut 9 th feature Min,training/cut 10 th feature Mean,training/cut 10 th feature Std,training/cut 10 th feature Max,training/cut 10 th feature Min,training/cut 11 th feature Mean,training/cut 11 th feature Std,training/cut 11 th feature Max,training/cut 11 th feature Min,training/cut 12 th feature Mean,training/cut 12 th feature Std,training/cut 12 th feature Max,training/cut 12 th feature Min,training/cut 13 th feature Mean,training/cut 13 th feature Std,training/cut 13 th feature Max,training/cut 13 th feature Min,training/sel cuts num Mean,training/sel cuts num Std,training/sel cuts num Max,training/sel cuts num Min,training/solving_time Mean,training/solving_time Std,training/solving_time Max,training/solving_time Min,training/ntotal_nodes Mean,training/ntotal_nodes Std,training/ntotal_nodes Max,training/ntotal_nodes Min,training/primal_dual_gap Mean,training/primal_dual_gap Std,training/primal_dual_gap Max,training/primal_dual_gap Min,training/primaldualintegral Mean,training/primaldualintegral Std,training/primaldualintegral Max,training/primaldualintegral Min,training/schedule_wait_penalty Mean,training/schedule_wait_penalty Std,training/schedule_wait_penalty Max,training/schedule_wait_penalty Min,time/evaluating (s),time/online_testing (s),time/sampling data (s),time/training (s),time/epoch (s),time/total (s)
717354021,1061650667,650.1213323536289,1530.7980555298827,4715.439499384845,0.03424000000000001,-3.0517578125e-05,-0.53774965,0.2543442,-0.20034385,-0.9342474,-0.1856953881215304,0.7069831067402924,0.8993266820907593,-0.9173159599304199,-215.51976013183594,650.1213323536289,-1.5053645744919777,0.39696355932626565,-0.9352535605430603,-2.082059860229492,-0.06667207973077893,0.005582983611147424,-0.05720262974500656,-0.07119201123714447,1.0171438604593277,0.0012809788869435979,1.0192289352416992,1.015816330909729,1.4359363093972206,0.0012587842071306611,1.4379849433898926,1.434631109237671,4.859373092651367,1,650.1213323536289,1530.7980555298827,4715.439499384845,0.03424000000000001,-3.0517578125e-05,-4.8065577,0.018965626,-4.769904,-4.847536,-65.72507,18.381033,-24.19707,-76.9943,2.7208099365234375,650.1213323536289,128.0,0.0,128,128,0.0003727191811402392,0.0034693217584872865,0.04993761694389223,0.0,1.240412441138674,0.8410152073967304,7.280784013176501,0.0020282940947281215,0.0320960881244422,0.023726719556098314,0.13725221074096586,0.003072191901394929,0.6641925197593884,0.2291572463414801,0.9523356030665205,0.0,6.328438233039794,115.44673811503132,2614.519850902108,0.004510999320008622,-159.18269860170022,454.3867710550183,163.5,-2366.5,104.85398860007993,243.34281868903295,1038.0,-1.0,-498.9466926150819,1081.9277252959496,-0.0030487804878048764,-4732.0,224.9578714066367,471.32272373570066,2365.5,0.25908400405079257,0.001046412465955774,0.00032150778836801086,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.031895678899169146,0.00528013136294742,0.038207995161906365,0.021257356140160482,13.6875,3.8522517765587443,16,5,8.4375,19.531924988336403,60.0,0.0,7638.375,16913.459358876735,53317,3,0.057391778059648096,0.16462134881585994,0.6389891696750902,0.0,620.7098625200786,1483.0257894139208,4600.228742399267,0.0,29.411469833550488,56.23618141033381,236.58487383418392,0.03424000000000001,2.1999985619913787e-06,0.0007465000016964041,138.32413520000046,2.2445961000012176,140.56948000000193,140.56971120000162
946286476,784077896,650.1213323536289,1530.7980555298827,4715.439499384845,0.03424000000000001,-3.0517578125e-05,-0.53774965,0.2543442,-0.20034385,-0.9342474,-0.1856953881215304,0.7069831067402924,0.8993266820907593,-0.9173159599304199,-215.51976013183594,650.1213323536289,-1.5053645744919777,0.39696355932626565,-0.9352535605430603,-2.082059860229492,-0.06667207973077893,0.005582983611147424,-0.05720262974500656,-0.07119201123714447,1.0171438604593277,0.0012809788869435979,1.0192289352416992,1.015816330909729,1.4359363093972206,0.0012587842071306611,1.4379849433898926,1.434631109237671,4.857969284057617,2,1185.1631049744424,1671.9512224691496,4918.5514613593705,0.040720000000000006,481.5375671386719,-4.8033123,0.016361047,-4.7665596,-4.8442173,-66.03503,23.278484,-4.7665596,-77.075806,-2324.840087890625,703.6255096157103,128.0,0.0,128,128,0.0003741987443959966,0.0036498413043259143,0.04993761694389223,0.0,1.3012698403153038,0.9439090809617136,7.280784013176501,0.0020282940947281215,0.030543637966858696,0.025973049391301784,0.13725221074096586,0.003072191901394929,0.6717393178091489,0.23666581324437352,0.9523356030665205,0.0,7.680148176405373,129.03793364804588,2614.519850902108,0.004510999320008622,-102.97951201165235,330.4469685800032,163.5,-2366.5,106.40819640217211,236.0668038495022,1038.0,-1.0,-375.20143217510235,846.9679969294136,-0.0030487804878048764,-4732.0,168.9936660792226,348.95634253356025,2365.5,0.25908400405079257,0.0009745897779006504,0.00038482423220204505,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.030556475231545553,0.006308223553403504,0.038207995161906365,0.021257356140160482,13.75,4.8541219597369,16,1,18.3125,25.653261854002114,60.0,0.0,18145.3125,25769.92488036866,70945,5,0.05093643377851205,0.13561008029358235,0.5017857142857143,0.0,1139.3437123425986,1614.0047227814898,4820.70650135937,0.0,45.819392631843535,96.03560577791576,408.90987,0.040720000000000006,1.8999999156221747e-06,0.005287300002237316,296.23206749999736,1.4736745999980485,297.71103129999756,438.28395799999635
491263,550290313,1969.8067247376366,2229.0377217793275,6000.0,0.039560000000000005,1187.716796875,-0.64339644,0.321585,-0.036159277,-0.96452975,-0.2564229085110128,0.5632401465433887,0.9247957468032837,-0.9555460810661316,-915.1618041992188,782.0898715920296,-1.3787561319768429,0.5096880274963818,-0.9627683162689209,-2.4787802696228027,-0.07514846976846457,0.0011403401252491779,-0.07341465353965759,-0.07638195902109146,1.043206162750721,0.0004055798611481073,1.0437002182006836,1.0427435636520386,1.461237259209156,0.0003887682284177839,1.461710810661316,1.4607938528060913,4.8592376708984375,3,1969.8067247376366,2229.0377217793275,6000.0,0.039560000000000005,1139.56298828125,-4.797985,0.010722079,-4.782748,-4.8259535,-72.854774,8.42502,-48.259533,-76.948616,-5472.38671875,830.2436311279027,128.0,0.0,128,128,0.00011410886990038892,0.0014346340635824106,0.027767067240353285,0.0,1.5033050200571165,0.9644440465531173,7.280784013176501,0.9612787609284225,0.020564658681127113,0.01418549911103271,0.07499937500520829,0.003072191901394929,0.7016807484463565,0.2558687066347291,0.9523356030665205,0.0,0.9319108964304827,0.18743461150906596,1.0714966648383728,0.10293766840213878,-203.41387839311855,450.83012871600846,92.74632289611941,-2366.5,99.40243215451953,282.2057006341179,1038.0,-1.0,-615.275390625,1097.172696576582,-1.0,-4732.0,253.26447144837005,478.8484012130566,2365.5,0.25908400405079257,0.0007902422035066552,0.00028267024440272115,0.001152073732718894,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.027634143898211578,0.005088409310611453,0.03392265406528907,0.021257356140160482,15.1875,1.775484088917724,16,10,24.6875,27.437927103737266,60.0,0.0,19652.9375,21938.983002491106,57289,28,6.25e+18,2.420614591379636e+19,1e+20,0.0,1900.028060387577,2159.5734685295283,6000.0,0.0,69.7786643500599,122.8350063972681,341.42479237168004,0.0,2.0000006770715117e-06,0.005865899998752866,399.5622758000027,2.104213599999639,401.67235730000175,839.9605036000066
224766667,1069620869,1969.8067247376366,2229.0377217793275,6000.0,0.039560000000000005,1187.716796875,-0.64339644,0.321585,-0.036159277,-0.96452975,-0.2564229085110128,0.5632401465433887,0.9247957468032837,-0.9555460810661316,-915.1618041992188,782.0898715920296,-1.3787561319768429,0.5096880274963818,-0.9627683162689209,-2.4787802696228027,-0.07514846976846457,0.0011403401252491779,-0.07341465353965759,-0.07638195902109146,1.043206162750721,0.0004055798611481073,1.0437002182006836,1.0427435636520386,1.461237259209156,0.0003887682284177839,1.461710810661316,1.4607938528060913,4.856925964355469,4,1731.2024004266177,2238.4338223845534,6000.0,0.040720000000000006,810.8629150390625,-4.8012476,0.016032869,-4.766385,-4.837361,-70.174774,18.137121,-9.674722,-77.016884,-3889.74658203125,920.3395080577742,128.0,0.0,128,128,0.0002885514561923059,0.003230937773099524,0.04993761694389223,0.0,1.4077406747893515,1.0307760528923533,7.280784013176501,0.0020282940947281215,0.02721184799436846,0.0242884972514332,0.13725221074096586,0.003072191901394929,0.6845411647902038,0.24449535629077365,0.9523356030665205,0.0,6.315462309910121,115.44734826592565,2614.519850902108,0.004510999320008622,-91.66734768698356,267.1540944299611,163.5,-2366.5,156.38794672151653,310.22127065263686,1038.0,-1.0,-392.1664191775819,769.1850726511826,-0.0030487804878048764,-4732.0,170.3487119358042,303.78368411443034,2365.5,0.25908400405079257,0.0008783900675234873,0.0003913296782450718,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028884246496177934,0.006570058130924002,0.038207995161906365,0.021257356140160482,14.625,3.7893765978060294,16,2,21.6875,27.15400235232368,60.0,0.0,15723.1875,19209.176652119782,47156,5,6.25e+18,2.420614591379636e+19,1e+20,0.0,1678.926142134357,2189.451571803499,6000.0,0.0,52.276258292260685,75.80659439504082,266.2543,0.0,4.900000931229442e-06,0.007188500003394438,350.6858433999987,1.358304400000634,352.05134120000366,1192.0151575000018
630311759,1013994432,2690.486677535572,2284.7671534175784,6000.0,0.03764000000000001,1717.5570068359375,-0.7737335,0.21596354,-0.3056029,-0.9902527,-0.06177776213735342,0.529911670091423,0.923088550567627,-0.7677028775215149,-1091.296630859375,972.9295521863837,-1.2105713039636612,0.30545978768180226,-0.9849556684494019,-2.216763973236084,-0.06766238529235125,0.0030353342716580066,-0.060541048645973206,-0.0703299343585968,1.06857031583786,0.0010774636575501407,1.069809079170227,1.0664578676223755,1.4852595925331116,0.0010086060951797707,1.4864187240600586,1.4832812547683716,4.858480453491211,5,2690.486677535572,2284.7671534175784,6000.0,0.03764000000000001,1593.1324462890625,-4.802475,0.016133253,-4.7812657,-4.832072,-73.521866,10.51371,-33.8245,-77.25485,-7668.61376953125,1097.3542250055539,128.0,0.0,128,128,0.00022210383061068085,0.0025807531694355744,0.04993761694389223,0.0,1.4644684073842678,1.00632909742477,7.280784008679197,0.0020282940947281215,0.023559572173378278,0.02035941283352805,0.13725221074096586,0.003072191901394929,0.6949304299405373,0.2547936812251291,0.9523356030665205,0.0,3.645161267727092,81.67728285673438,2614.519850902108,0.004510999320008622,-166.08625269067005,410.50436617505596,163.5,-2366.5,120.30967593044252,301.75255117802067,1038.0,-1.0,-544.089557245041,994.2070520594258,-0.0030487804878048764,-4732.0,229.17463724913273,432.23683996731785,2365.5,0.25908400405079257,0.0007812212729298105,0.0003804836570780972,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.027162078812324603,0.006533580414466147,0.038207995161906365,0.021257356140160482,15.3125,2.1999644883497553,16,7,35.375,27.836296000006897,60.0,0.0,30114.9375,24066.253412373804,60419,4,6.25e+18,2.420614591379636e+19,1e+20,0.0,2618.4658936420756,2217.9689906469575,6000.0,0.0,72.02078389349667,132.6330212901684,473.52412000000004,0.0,1.6000012692529708e-06,0.004890200001682388,568.7474585999989,1.9143776999990223,570.6667281000009,1762.6844588000022
396591248,629559425,2690.486677535572,2284.7671534175784,6000.0,0.03764000000000001,1717.5570068359375,-0.7737335,0.21596354,-0.3056029,-0.9902527,-0.06177776213735342,0.529911670091423,0.923088550567627,-0.7677028775215149,-1091.296630859375,972.9295521863837,-1.2105713039636612,0.30545978768180226,-0.9849556684494019,-2.216763973236084,-0.06766238529235125,0.0030353342716580066,-0.060541048645973206,-0.0703299343585968,1.06857031583786,0.0010774636575501407,1.069809079170227,1.0664578676223755,1.4852595925331116,0.0010086060951797707,1.4864187240600586,1.4832812547683716,4.858060359954834,6,2487.8934467217723,2048.9568831878664,5896.195652173913,0.0,1251.4853515625,-4.7967644,0.015403924,-4.7724915,-4.8326197,-75.23804,5.7042336,-53.158813,-77.09265,-5991.14306640625,1236.4081471771756,128.0,0.0,128,128,0.00013649102263047478,0.0019369770620296758,0.04993761694389223,0.0,1.5544922625010988,1.04210785395147,7.280784013176501,0.0020282940947281215,0.019796232194503077,0.016952501107523693,0.13725221074096586,0.003072191901394929,0.7074024181967664,0.2614967277466207,0.9523356030665205,0.0,2.289628208896208,57.770592998515035,2614.519850902108,0.004510999320008622,-161.12539911543962,371.6850524497281,163.5,-2366.5,119.85050847289749,307.42847083383504,1038.0,-1.0,-537.8426301850204,938.2093743896847,-0.0030487804878048764,-4732.0,219.2082009094966,399.6341611449607,2365.5,0.25908400405079257,0.0007059499922922455,0.0003236677746291633,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.025954526311829786,0.005631112678754527,0.038207995161906365,0.021257356140160482,15.6875,1.2103072956898178,16,11,32.625,25.136813143276537,60.0,0.0,28689.875,21528.812127225574,62565,11,0.19619204928238315,0.2804879074901429,0.9246861924686193,0.0,2487.8934467217723,2048.9568831878664,5896.195652173913,0.0,79.50861162433196,111.33482796250867,375.19584,0.03764000000000001,2.640000093379058e-05,0.005836100001033628,525.317564500001,2.0133285999982036,527.3367556000012,2290.024349800002
799981516,592322119,1376.9465712722267,1904.0055168682193,6000.0,0.0,363.6153259277344,-0.70063055,0.34056896,0.05251956,-1.0110401,0.08068892825394869,0.5954124546625651,0.9399402737617493,-0.9599709510803223,-314.0860595703125,1013.331254094968,-1.4008829519152641,0.504375479224845,-1.0136665105819702,-2.4926881790161133,-0.058822422521188855,0.0026701284648118387,-0.05277593806385994,-0.061089206486940384,1.0933905094861984,0.0025707991780949185,1.0952224731445312,1.086868166923523,1.508219189941883,0.002356529738990957,1.5098960399627686,1.5022388696670532,4.856170654296875,7,1376.9465712722267,1904.0055168682193,6000.0,0.0,126.48454284667969,-4.800243,0.01343057,-4.782792,-4.8361936,-74.09953,8.289946,-43.30093,-77.3791,-612.48828125,1250.4619895866806,128.0,0.0,128,128,0.00024333322435196857,0.002657790086511558,0.04993761694389223,0.0,1.3846728585498256,0.9229786629940089,7.280784013176501,0.0020282940947281215,0.02570590550222577,0.020495653053084036,0.13725221074096586,0.003072191901394929,0.6851563809483197,0.24644647894990349,0.9523356030665205,0.0,3.6385396612426875,81.67755408031559,2614.519850902108,0.004510999320008622,-183.4417168254156,452.9953190551054,163.5,-2366.5,91.28447294067192,251.60667666483147,1038.0,-1.0,-555.865924432541,1084.1582191039647,-0.0030487804878048764,-4732.0,237.5193861082281,473.36817212324263,2365.5,0.25908400405079257,0.00089185928810167,0.0003444418552930789,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02926442229553591,0.005876973934667363,0.038207995161906365,0.021257356140160482,15.4375,1.7309228030157786,16,9,18.0625,24.04024945274071,60.0,0.0,16287.0625,20927.975524608053,48360,3,6.25e+18,2.420614591379636e+19,1e+20,0.0,1376.9465712722267,1904.0055168682193,6000.0,0.0,21.64883663147939,30.4398813633484,101.37718000000001,0.0,1.6000012692529708e-06,0.0074643999978434294,292.1673785999992,1.78126169999814,293.95610629999646,2584.0014662999965
410430189,729053692,1376.9465712722267,1904.0055168682193,6000.0,0.0,363.6153259277344,-0.70063055,0.34056896,0.05251956,-1.0110401,0.08068892825394869,0.5954124546625651,0.9399402737617493,-0.9599709510803223,-314.0860595703125,1013.331254094968,-1.4008829519152641,0.504375479224845,-1.0136665105819702,-2.4926881790161133,-0.058822422521188855,0.0026701284648118387,-0.05277593806385994,-0.061089206486940384,1.0933905094861984,0.0025707991780949185,1.0952224731445312,1.086868166923523,1.508219189941883,0.002356529738990957,1.5098960399627686,1.5022388696670532,4.8577494621276855,8,1779.732429838871,1807.4227311090635,4371.932548820766,0.0,476.3433837890625,-4.7970905,0.023083162,-4.750581,-4.8629074,-70.99628,16.110209,-14.588722,-76.92361,-2290.09716796875,1303.3890336118995,128.0,0.0,128,128,0.00024320250264518487,0.00265777336921563,0.04993761694389223,0.0,1.4127230153905435,0.9582758899785664,7.280784013176501,0.0020282940947281215,0.02516098163907056,0.020483331828667257,0.13725221074096586,0.003072191901394929,0.6883359492254666,0.24979131745860012,0.9523356030665205,0.0,3.643591251476508,81.67735245073672,2614.519850902108,0.004510999320008622,-182.06541409646496,448.55547089409436,163.5,-2366.5,110.45210154309447,286.3587748288392,1038.0,-1.0,-569.680377557541,1067.3827855363422,-0.0030487804878048764,-4732.0,242.94466048000623,468.73298910338104,2365.5,0.25908400405079257,0.0008426162727692118,0.0003743373877170182,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.028287319334748106,0.00644931833298832,0.038207995161906365,0.021257356140160482,14.8125,3.376735664810025,16,3,27.25,27.770262872360426,60.0,0.0,25924.875,26426.71879196082,72480,8,0.13765710689390245,0.19720353814158037,0.49217391304347824,0.0,1779.732429838871,1807.4227311090635,4371.932548820766,0.0,81.73228961641911,118.21882075175233,337.62879,0.03764000000000001,2.9999973776284605e-06,0.006007100000715582,438.38685330000226,1.4646705999984988,439.85753399999885,3023.862448299995
630361478,796884249,946.8969018589502,1682.0697530753232,4612.247298924028,0.0,-59.7908935546875,-0.6083748,0.42748386,0.1643188,-1.0331727,-0.04573496896773577,0.6579242268919865,0.9846130609512329,-0.9884846806526184,-230.5990447998047,1006.6878188713662,-1.6463779136538506,0.8324317326839112,-1.0312438011169434,-3.612342357635498,-0.05714854318648577,0.0038604446901420357,-0.050827618688344955,-0.060534801334142685,1.1175119057297707,0.004721762474858342,1.1211076974868774,1.1094337701797485,1.5300342589616776,0.004234869525424253,1.533255696296692,1.5227882862091064,4.855696201324463,9,946.8969018589502,1682.0697530753232,4612.247298924028,0.0,-320.8429260253906,-4.8017683,0.024641566,-4.7662497,-4.8760204,-59.359566,25.987751,-9.611471,-77.145645,1515.630126953125,1267.7398204366045,128.0,0.0,128,128,0.0003726114462491119,0.0034693150394683736,0.04993761694389223,0.0,1.2574979450745811,0.8560965489299758,7.280784013176501,0.0020282940947281215,0.031263464257030346,0.024056169308378665,0.13725221074096586,0.003072191901394929,0.6671521822199847,0.23340939851553594,0.9523356030665205,0.0,6.33959169504986,115.44618843083343,2614.519850902108,0.004510999320008622,-162.0406030390418,454.3154068166304,163.5,-2366.5,90.3956720179095,225.9861727085794,1038.0,-1.0,-497.2865363650818,1072.4542138207426,-0.0030487804878048764,-4732.0,222.83549098093636,468.6428486017797,2365.5,0.25908400405079257,0.0010111217371163812,0.0003552872623373544,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03122836009496321,0.005895987337981808,0.038207995161906365,0.021257356140160482,12.375,5.429951657243368,16,2,13.125,22.893435194395796,60.0,0.0,13605.0625,24086.294968479353,74276,3,0.060078104624507564,0.15953006512880355,0.5190114068441065,0.0,946.8969018589502,1682.0697530753232,4612.247298924028,0.0,34.13268816468958,61.95129188528041,208.58436,0.037519843778610236,1.7999991541728377e-06,0.007608300002175383,212.83039049999934,1.3836635000006936,214.22166410000136,3238.0865871999886
166716594,413652244,946.8969018589502,1682.0697530753232,4612.247298924028,0.0,-59.7908935546875,-0.6083748,0.42748386,0.1643188,-1.0331727,-0.04573496896773577,0.6579242268919865,0.9846130609512329,-0.9884846806526184,-230.5990447998047,1006.6878188713662,-1.6463779136538506,0.8324317326839112,-1.0312438011169434,-3.612342357635498,-0.05714854318648577,0.0038604446901420357,-0.050827618688344955,-0.060534801334142685,1.1175119057297707,0.004721762474858342,1.1211076974868774,1.1094337701797485,1.5300342589616776,0.004234869525424253,1.533255696296692,1.5227882862091064,4.85800313949585,10,1085.0738999493992,1539.688670498964,3735.6322029450844,0.0,-164.39935302734375,-4.800911,0.024796067,-4.764815,-4.8720546,-73.46504,12.681597,-24.360273,-77.30174,796.37548828125,1249.4732283878839,128.0,0.0,128,128,0.00022241914146981195,0.00258079738518164,0.04993761694389223,0.0,1.3998253417348783,0.9348677271934026,7.280784013176501,0.0020282940947281215,0.02506573183339462,0.02040150756021418,0.13725221074096586,0.003072191901394929,0.6870914621559455,0.2464668981136887,0.9523356030665205,0.0,3.629481356254418,81.67789000207976,2614.519850902108,0.004510999320008622,-167.4099059299005,420.30632544028555,163.5,-2366.5,89.20357701668263,240.6901359892208,1038.0,-1.0,-517.290729120041,1033.9301696831994,-0.0030487804878048764,-4732.0,219.3852787184267,443.25479448551835,2365.5,0.25908400405079257,0.0008973526680144234,0.0003202386097187553,0.0014619883040935672,0.0004520795660036166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02944994413600318,0.0053986724129889635,0.038207995161906365,0.021257356140160482,15.3125,2.6626760505175993,16,5,18.625,26.319847548950584,60.0,0.0,20606.6875,29463.43111536475,75107,5,0.04757438415191373,0.10731888220970635,0.3955094991364421,0.0,1085.0738999493992,1539.688670498964,3735.6322029450844,0.0,29.741330054292277,51.51915772991916,220.39305000000002,0.03988,1.6999983927235007e-06,0.007353900000452995,300.5000908999973,1.4456957000002149,301.95314219999636,3540.0425839999843
